City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,verkhotur'ye,58.8627,60.8054,259.98,88,19,4.32,RU,1737171875
335,kavaratti,10.5669,72.642,300.44,71,100,2.82,IN,1737171876
336,makurazaki,31.2667,130.3167,282.88,59,77,1.37,JP,1737171877
337,vila nova de foz coa,41.0637,-7.2039,272.89,89,0,0.56,PT,1737171828
338,uturoa,-16.7333,-151.4333,299.71,79,99,3.63,PF,1737171879
339,bamboo flat,11.7,92.7167,302.2,70,20,4.63,IN,1737171880
340,al bawiti,28.3492,28.8659,285.88,78,100,4.81,EG,1737171881
341,youkounkoun,12.5333,-13.1333,296.27,18,100,2.6,GN,1737171882
342,araure,9.5601,-69.2148,297.14,68,17,2.31,VE,1737171883
343,arraial do cabo,-22.9661,-42.0278,298.5,89,100,9.85,BR,1737171884
344,siem reap,13.5,104.0,302.89,38,79,0.33,KH,1737171885
345,mariental,-24.6333,17.9667,294.33,32,0,4.4,NA,1737171886
346,pawai,24.2667,80.1667,290.47,50,0,1.8,IN,1737171888
347,karratha,-20.7377,116.8463,305.34,60,94,10.83,AU,1737171889
348,antigonish,45.6169,-61.9986,267.57,83,47,2.42,CA,1737171890
349,moyamba,8.1667,-12.4333,297.03,85,100,0.75,SL,1737171891
350,bantogon,6.5333,124.0333,302.18,66,56,3.11,PH,1737171892
351,baki,-7.6128,110.7839,302.23,66,100,4.32,ID,1737171893
352,agat village,13.3886,144.6585,303.68,80,20,6.69,GU,1737171894
353,arzgir,45.3728,44.2206,275.58,97,100,8.13,RU,1737171895
354,egilsstadir,65.2653,-14.3948,272.1,86,100,8.75,IS,1737171897
355,irituia,-1.7711,-47.4381,295.66,99,100,0.31,BR,1737171898
356,turkmenbasy,40.0222,52.9552,279.58,81,0,2.06,TM,1737171899
357,margate,51.3813,1.3862,276.41,86,1,2.32,GB,1737171900
358,redcliff,-19.0333,29.7833,290.96,96,100,2.87,ZW,1737171901
359,yerofey pavlovich,53.9667,121.9667,255.32,89,100,0.71,RU,1737171903
360,richards bay,-28.783,32.0377,292.56,85,12,3.24,ZA,1737171685
